,tf,idf,tfidf,entropy_tfidf
留好,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
右,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.6617158642355722
空调主机,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
锅具,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
不买,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
洗着,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
高等级公路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
处长,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
过于,8.466325191550607e-05,5.523523305806466,0.00046763944510066173,0.6936148200050459
大闸蟹,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
多拉,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
房床,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
闹重,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
从早到晚,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
椰子树,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
兄弟姐妹,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.5624206117894942
建筑工地,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
凶,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
洁净度,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
疮疤,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
往返,3.95095175605695e-05,6.249460309189403,0.0002469131618300008,0.4103632314502391
morden,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
楼市,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
翘起来,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
老龙头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
依水而建,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
刻薄,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
警卫,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
３,9.030746870987315e-05,5.6616736442872835,0.0005112914154769873,0.6759758738663801
网站,0.0002201244549803158,4.653445417087443,0.0010243371362170218,0.667302779550893
狼藉,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
全消,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
乒乓,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
取缔,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
七彩,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
福田区,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
SP4rI,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
坦言,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
霸气,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
小池,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
打扰,5.362005954648718e-05,6.067138752395448,0.00032532034118024387,0.6809548082328437
向左看,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
商城,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
山谷,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拔线,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
渡口,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
是非之地,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
刷头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
网上,0.000352763549647942,4.212578381928362,0.001486044103179233,0.692038980518384
两辆,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
万万,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
红珠湖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
电流,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
名称,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
节,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
不早,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
0649,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
太远,0.00010724011909297436,5.293948864161966,0.0005677237066648456,0.642989744782919
湖虞山,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
启,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
铜,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
翻不开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
无味,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
染上,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
客运码头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
泥巴,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
合理要求,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
5C,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
528,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.5624206117894942
南通,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.5624877706963983
大力,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
搬动,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
音响,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.6871306048854484
高架路,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
原做,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
预付,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.349001124131157
里养,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
吉林,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
决了,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
近在咫尺,2.5398975574651824e-05,6.878068968611776,0.00017469590573454118,0.34900679174876653
超硬,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
已熏,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一两天,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
推广,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6932685157170559
重要,0.0001495717450507274,5.0062667917101855,0.0007487960602255988,0.6132033072788983
而台,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
仓促,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.6366328932723556
蔓延,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
包头,2.8221083971835358e-05,6.878068968611776,0.00019410656192726794,0.6732057735711838
咖啡机,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
NOVOTEL,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
到手,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
合作,0.0002285907801718664,4.575483875617731,0.0010459134287912522,0.6190556816460031
ǐ,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
叙府,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
旅游局,3.386530076620243e-05,6.472603860503613,0.0002191966764764378,0.6367333649712892
抛弃,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
二手,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.6932301287894714
这六星,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
返回,4.2331625957753037e-05,6.392561152830075,0.0002706075076336653,0.6911939168214517
忆江南,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
区有,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
搂,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
别以为,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
不休,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
一句,0.0002201244549803158,4.6267771700052815,0.0010184668028627806,0.6460516184788969
扑面而来,1.975475878028475e-05,7.011600361236299,0.0001385124737999805,0.5984081010590573
营业,0.00010441801069579083,5.319924350565227,0.000555495917738118,0.6904119945069491
泡泡,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
昨晚,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.410252192881758
中间环节,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
洗濑,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
层上,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
逼迫,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
858,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
禁,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
专请,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
细小,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
都行,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.00010111263092556065
靠窗,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.4102521928817582
48,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.5624877706963983
小妹,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.5984054631786063
截至,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
抵店,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
留心,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
中药,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
菜奇贵,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
能见度,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
日前,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.6932301287894714
因客,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一应,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
练练,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
闹铃,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
房,0.003014011768192016,2.2704019024250983,0.006843018052434788,0.6809033929006204
一个团,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
马戏,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
合适,0.00020883602139158165,4.667051069143222,0.0009746483769111978,0.4442125568479502
分享,2.2576867177468287e-05,6.878068968611776,0.00015528524954181436,0.3769254465059786
睁不开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
可住,2.2576867177468287e-05,6.878068968611776,0.00015528524954181436,0.6617185234075239
壁挂,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
力,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
名不符实,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
画景,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
如家局,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
只能,0.0009736273970283199,3.2017682967047003,0.0031173293326083947,0.6711469656194112
路旁,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
桐城,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
教育,3.386530076620243e-05,6.392561152830075,0.00021648600610693226,0.45077769487241154
算了算,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
折射,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
进不了,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
快开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
凉快,2.2576867177468287e-05,7.011600361236299,0.00015829997005712058,0.6933054805300024
海岛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
相距甚远,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
自圆其说,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
衣着打扮,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
机铁站,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
张颖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
点下,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
惦记着,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
手後才票,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
贵太多,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
乌合之众,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
管子,1.975475878028475e-05,7.011600361236299,0.0001385124737999805,0.0001385124737999805
BS,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
境超,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
有订,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
住,0.009081544822136618,1.1996043019398657,0.010894260236894798,0.6819441982477362
外表,4.797584275212011e-05,6.067138752395448,0.0002910760947402182,0.6917071537118585
材料,3.1043192369018895e-05,6.472603860503613,0.000200930286770068,0.6892101687634287
差异,2.8221083971835358e-05,6.559615237493242,0.0001851194524402275,0.6933323000123855
水斗有,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
正版,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
没发,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
据称,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
消毒碗柜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
瑞吉,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,8.546717068587644e-05
雷同,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
那份,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
灯光设计,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
貌,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
个大床,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
此笔,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
较差,0.0001411054198591768,5.086309499383722,0.0007177058374442594,0.6866475060898171
临江门,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
归还,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.5624206117894942
飞镖,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
冻结,3.386530076620243e-05,6.654925417297567,0.00022537105083342732,0.45078657991713805
小包装,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
晒衣服,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
渴,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一望,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
外围,1.975475878028475e-05,7.011600361236299,0.0001385124737999805,0.4102548307622091
拉倒,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
令人兴奋,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
小巷,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.6871306048854484
讨论,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.6932301287894714
大榕树,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
无用,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
大东区,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
八佰伴,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
瞌睡,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
开瓶,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
节约用水,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
下属,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.6932659055374881
皮肤科,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
体贴入微,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
两步,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
装作,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
道谢,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
牙,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
醉月轩,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
炎热,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
气晕,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
博螯,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
细心,7.619692672395547e-05,5.625306000116408,0.000428631029090697,0.15883920116088168
戏水,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
尽心,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
新郎,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
舒适,0.0006857723405155992,3.4936787052660025,0.0023958682227197747,0.30616969424102003
软料,8.466325191550608e-06,8.264363329731667,6.996878745063427e-05,6.996878745063427e-05
向外走,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
运营,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
加假,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
惩罚,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
性能,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
浏览,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
军大衣,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
蚂蚁,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6366355034519234
几台,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
床具,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
桑塔那,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
明孝陵,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
圈圈,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
舜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
保利,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
少怕,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
停车,0.00034994144125075847,4.266162628062469,0.0014929070986743039,0.6565632437959766
上坡路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
会展,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
飞快,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
水沟,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
犯下,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
帝景苑,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
市场经济,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
发呆,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.5624877706963983
重开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
小虫子,1.4110541985917679e-05,7.348072597857512,0.00010368528690763962,0.5005061088250955
机车厂,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
后要,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
出租,0.00016932650383101215,5.1288691138025175,0.0008684534756470419,0.6373826217704598
流行音乐,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
沾染,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
替换,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
没切,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
尽然,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.4506825440234153
翻,2.8221083971835358e-05,6.654925417297567,0.00018780920902785608,0.6731994762182844
安庆,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.5984054631786063
愕然,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
门不关,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
区别,0.00011288433588734143,5.293948864161966,0.0005976039017524691,0.6924942631068324
芙蓉,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
游乐园,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,8.546717068587644e-05
拉下,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
一爬,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
升房,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
疗养,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
网银,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
港龙,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不予,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
兴旺,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
冷风,3.95095175605695e-05,6.318453180676354,0.0002496390368975686,0.6520062002095508
量助,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
全程,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.6617158642355722
千军万马,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
初七,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
警惕,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
.&#,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
三句话,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一推了之,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
龙禧,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
内刊,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
扫描,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
无理取闹,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
牙齿,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
卡刷,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.5624206117894942
塑料盖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
酒吧街,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
自寻烦恼,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
计划,6.490849313522132e-05,5.8664680569332965,0.00038078360160145,0.6925824865638781
管好,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
八错,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
通道,6.490849313522132e-05,6.067138752395448,0.00039380883406029516,0.6148971291447884
分公司,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
出有家,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
700,3.386530076620243e-05,6.472603860503613,0.0002191966764764378,0.4507804055427811
塑胶,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
改制,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
肉片,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
不免,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
搭个,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
维护,8.748536031268962e-05,5.556313128629458,0.0004860960560682758,0.6292854901498488
边用,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
维港,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.00010111263092556065
没空,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
补,5.362005954648718e-05,6.013071531125172,0.0003224212535562186,0.692083920105974
楼梯间,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
